id,ticket_id,author_id,body,public,created_at
10258-6,10258,918,"All set on our side now, thanks for your patience.",True,2025-07-25T00:27:12
10258-7,10258,52472,"Great, appreciate the quick resolution.",True,2025-07-25T01:22:12
10259-1,10259,51575,"Hi, when will I get my money back for the item I sent back? I was charged twice for order #145785, can you refund the duplicate?",True,2025-07-22T18:09:06
10259-2,10259,921,"I understand the frustration, let's get this sorted out.",True,2025-07-22T22:06:06
10259-3,10259,51575,It's been longer than the timeline yuo gave me.,True,2025-07-23T01:46:06
10259-4,10259,921,"Thanks for the details, give me a moment to check on this.",True,2025-07-23T02:49:06
10259-5,10259,51575,Any news?,True,2025-07-23T04:43:06
10259-6,10259,921,"I've resolved this on our end, please let us know if you need anything else.",True,2025-07-23T05:35:06
10259-7,10259,51575,Thanks for the help!,True,2025-07-23T06:39:06
10260-1,10260,51624,"Hi, I didn't get loyalty points for my last order #443000, can you check why?",True,2025-06-11T10:31:45
10260-2,10260,901,"I'm sorry for the trouble, checking your account now.",True,2025-06-11T11:47:45
10260-3,10260,51624,I usually get points within a day or two.,True,2025-06-11T13:24:45
10260-4,10260,901,"Thanks for confirming, I've closed this out on our end.",True,2025-06-11T14:25:45
10260-5,10260,51624,Thanks for the help!,True,2025-06-11T14:51:45
10261-1,10261,51804,Can you help me change the phone number linked to my account?,True,2025-08-05T00:39:02
10261-2,10261,911,"I'm sorry for the trouble, checking your account now.",True,2025-08-05T01:35:02
10261-3,10261,51804,I want to make sure I still get order notifications after teh change.,True,2025-08-05T04:56:02
10261-4,10261,911,"Thanks for the details, give me a moment to check on this.",True,2025-08-05T05:20:02
10261-5,10261,51804,Following up on this.,True,2025-08-05T06:19:02
10261-6,10261,911,"Thanks for reaching out, let me look into this for you.",True,2025-08-05T09:20:02
10261-7,10261,51804,"OK, still waiting to hear back.",True,2025-08-05T10:26:02
10261-8,10261,911,"This has been taken care of, apologies again for the inconvenience.",True,2025-08-05T13:26:02
10261-9,10261,51804,"OK thank you, that answers my question.",True,2025-08-05T13:36:02
10262-1,10262,52218,"Hi, my delivery is running late, I ordered the denim jacket over a week ago.",True,2025-06-11T23:54:14
10262-2,10262,912,"Thanks for the details, give me a moment to check on this.",True,2025-06-12T02:38:14
10262-3,10262,52218,"It's been 2 extra days now, this is getting frustrating.",True,2025-06-12T03:10:14
10262-4,10262,912,"Thanks for confirming, I've closed this out on our end.",True,2025-06-12T05:11:14
10262-5,10262,52218,"Great, appreciate the quick resolution.",True,2025-06-12T05:29:14
10263-1,10263,51360,"Hi, I'd like to return the running shoes from order #992919, can you send me a return label? Hi, quick question about your returns policy, can I return an item I already opened?",True,2025-08-20T11:03:44
10263-2,10263,905,"Thanks for reaching out, let me look into this for you.",True,2025-08-20T13:45:44
10263-3,10263,51360,Do I need to print anything or can I drop it off?,True,2025-08-20T16:33:44
10263-4,10263,905,"Thanks for reaching out, let me look into this for you.",True,2025-08-20T20:22:44
10263-5,10263,51360,"OK, still waiting to hear back.",True,2025-08-20T20:47:44
10263-6,10263,905,"This has been taken care of, apologies again for the inconvenience.",True,2025-08-20T22:32:44
10263-7,10263,51360,"OK thank you, that answers my question.",True,2025-08-20T22:56:44
10264-1,10264,53027,"I was charged twice for order #141531, can you refund the duplicate?",True,2025-06-29T21:40:41
10264-2,10264,910,"I'm sorry for the trouble, checking your account now.",True,2025-06-30T01:37:41
10264-3,10264,53027,This needs to be corrected soon.,True,2025-06-30T03:40:41
10264-4,10264,910,"I've resolved this on our end, please let us know if you need anything else.",True,2025-06-30T08:16:41
10264-5,10264,53027,"OK thank you, that answers my question.",True,2025-06-30T08:29:41
10265-1,10265,50836,I used the code NOVA5 but it didn't apply any discount at checkout.,True,2025-07-24T22:37:35
10265-2,10265,904,"Thanks for the details, give me a moment to check on this.",True,2025-07-24T23:45:35
10265-3,10265,50836,Can you apply it retroactively or refund the difference?,True,2025-07-25T02:21:35
10266-1,10266,52496,"Just some feedback, it would be great if the website had a size comparison tool.",True,2025-06-15T04:31:52
10266-2,10266,923,"I understand the frustration, let's get this sorted out.",True,2025-06-15T05:54:52
10266-3,10266,52496,Would love to see that in a future update.,True,2025-06-15T08:29:52
10266-4,10266,923,"Thanks for reaching out, let me look into this for you.",True,2025-06-15T13:26:52
10266-5,10266,52496,"OK, still waiting to hear back.",True,2025-06-15T15:01:52
10266-6,10266,923,"This has been taken care of, apologies again for the inconvenience.",True,2025-06-15T18:14:52
10266-7,10266,52496,Thanks for the help!,True,2025-06-15T18:43:52
10267-1,10267,53040,"Hi, I have a question but I'm not totally sure it's the right team to ask.",True,2025-06-29T00:25:41
10267-2,10267,911,"Thanks for the details, give me a moment to check on this.",True,2025-06-29T04:23:41
10267-3,10267,53040,Sorry if this isn't the right department.,True,2025-06-29T08:53:41
10267-4,10267,911,"I understand the frustration, let's get this sorted out.",True,2025-06-29T12:11:41
10267-5,10267,53040,Following up on this.,True,2025-06-29T14:09:41
10267-6,10267,911,"I've resolved this on our end, please let us know if you need anything else.",True,2025-06-29T15:22:41
10267-7,10267,53040,"Perfect, thank you.",True,2025-06-29T17:11:41
10268-1,10268,52479,"Hi, the courier says my package for order #706435 was delivered but it's nowhere to be found.",True,2025-06-14T09:55:16
10268-2,10268,914,"I understand the frustration, let's get this sorted out.",True,2025-06-14T10:48:16
10268-3,10268,52479,Can you open an investigation with the carrier?,True,2025-06-14T12:22:16
10268-4,10268,914,"I understand the frustration, let's get this sorted out.",True,2025-06-14T17:04:16
10268-5,10268,52479,Any news?,True,2025-06-14T19:44:16
10268-6,10268,914,"I've resolved this on our end, please let us know if you need anything else.",True,2025-06-14T23:01:16
10268-7,10268,52479,"Perfect, thank you.",True,2025-06-14T23:19:16
10269-1,10269,50026,"Hello, just checking on the status of order #830140, it's been a few days and I haven't heard anything.",True,2025-06-01T03:26:06
10269-2,10269,905,"Thanks for reaching out, let me look into this for you.",True,2025-06-01T04:17:06
10269-3,10269,50026,Any update on this? It's been a while.,True,2025-06-01T08:17:06
10269-4,10269,905,"This has been taken care of, apologies again for the inconvenience.",True,2025-06-01T10:02:06
10269-5,10269,50026,"OK thank you, that answers my question.",True,2025-06-01T10:40:06
10270-1,10270,50326,"Hi, I placed order #131107 on May 24 and I can't find any tracking info. Can you tell me where it is?",True,2025-06-12T08:22:17
10270-2,10270,909,"Thanks for reaching out, let me look into this for you.",True,2025-06-12T08:37:17
10270-3,10270,50326,Any update on this? It's been a while.,True,2025-06-12T10:35:17
10270-4,10270,909,"Thanks for the details, give me a moment to check on this.",True,2025-06-12T13:57:17
10270-5,10270,50326,Any news?,True,2025-06-12T16:11:17
10270-6,10270,909,"All set on our side now, thanks for your patience.",True,2025-06-12T17:47:17
10270-7,10270,50326,"Perfect, thank you.",True,2025-06-12T18:39:17
10271-1,10271,52501,"Hi, could you send me an invoice for order #103234? I need it for accounting.",True,2025-08-19T11:16:21
10271-2,10271,901,"I'm sorry for the trouble, checking your account now.",True,2025-08-19T14:49:21
10271-3,10271,52501,I need this fairly soon for my records.,True,2025-08-19T18:07:21
10271-4,10271,901,"I'm sorry for the trouble, checking your account now.",True,2025-08-19T22:20:21
10271-5,10271,52501,Following up on this.,True,2025-08-19T22:30:21
10271-6,10271,901,"All set on our side now, thanks for your patience.",True,2025-08-20T00:02:21
10271-7,10271,52501,Thanks for the help!,True,2025-08-20T01:58:21
10272-1,10272,52485,"Hello, just checking on the status of order #548702, it's been a few days and I haven't heard anything.",True,2025-07-26T18:13:50
10272-2,10272,915,"Thanks for reaching out, let me look into this for you.",True,2025-07-26T20:44:50
10272-3,10272,52485,"Still no movement on the tracking page, is that normal?",True,2025-07-26T21:59:50
10272-4,10272,915,"I understand the frustration, let's get this sorted out.",True,2025-07-27T02:49:50
10272-5,10272,52485,Any news?,True,2025-07-27T03:42:50
10272-6,10272,915,"I understand the frustration, let's get this sorted out.",True,2025-07-27T04:21:50
10272-7,10272,52485,Following up on this.,True,2025-07-27T07:20:50
10272-8,10272,915,"This has been taken care of, apologies again for the inconvenience.",True,2025-07-27T08:31:50
10272-9,10272,52485,Thanks for the help!,True,2025-07-27T10:12:50
10273-1,10273,53138,"Hi, I was only refunded part of my order, can you check what happened?",True,2025-06-24T10:47:42
10273-2,10273,908,"Thanks for reaching out, let me look into this for you.",True,2025-06-24T13:25:42
10273-3,10273,53138,Can someone look into the difference?,True,2025-06-24T16:30:42
10273-4,10273,908,"I understand the frustration, let's get this sorted out.",True,2025-06-24T19:55:42
10273-5,10273,53138,"OK, still waiting to hear back.",True,2025-06-24T21:04:42
10273-6,10273,908,"I've resolved this on our end, please let us know if you need anything else.",True,2025-06-24T22:20:42
10273-7,10273,53138,Thanks for the help!,True,2025-06-24T22:39:42
10274-1,10274,52346,"Hi, my order arrived and the wireless headphones is broken, it won't turn on at all.",True,2025-06-29T12:34:24
10274-2,10274,911,"I'm sorry for the trouble, checking your account now.",True,2025-06-29T14:52:24
10274-3,10274,52346,Can I get a replacement or refund?,True,2025-06-29T15:56:24
10274-4,10274,911,"I understand the frustration, let's get this sorted out.",True,2025-06-29T16:10:24
10274-5,10274,52346,"OK, still waiting to hear back.",True,2025-06-29T17:40:24
10275-1,10275,53059,"Hello, just checking on the status of order #435690, it's been a few days and I haven't heard anything.",True,2025-08-15T08:15:44
10275-2,10275,921,"Thanks for the details, give me a moment to check on this.",True,2025-08-15T08:35:44
10275-3,10275,53059,Any update on this? It's been a while.,True,2025-08-15T10:03:44
10275-4,10275,921,"Thanks for reaching out, let me look into this for you.",True,2025-08-15T12:08:44
10275-5,10275,53059,Any news?,True,2025-08-15T13:03:44
10275-6,10275,921,"This has been taken care of, apologies again for the inconvenience.",True,2025-08-15T16:19:44
10275-7,10275,53059,"OK thank you, that answers my question.",True,2025-08-15T16:26:44
10276-1,10276,50294,"Hi, I didn't get loyalty points for my last order #835165, can you check why?",True,2025-06-26T16:50:44
10276-2,10276,916,"I'm sorry for the trouble, checking your account now.",True,2025-06-26T17:36:44
10276-3,10276,50294,Do points expire after a certain time?,True,2025-06-26T21:32:44
10276-4,10276,916,"I'm sorry for the trouble, checking your account now.",True,2025-06-27T00:11:44
10276-5,10276,50294,Following up on this.,True,2025-06-27T01:16:44
10276-6,10276,916,"Thanks for reaching out, let me look into this for you.",True,2025-06-27T02:16:44
10276-7,10276,50294,Following up on this.,True,2025-06-27T03:58:44
10276-8,10276,916,"This has been taken care of, apologies again for the inconvenience.",True,2025-06-27T06:35:44
10276-9,10276,50294,"OK thank you, that answers my question.",True,2025-06-27T07:28:44
10277-1,10277,51456,"Hi, I have a question but I'm not totally sure it's the right team to ask.",True,2025-06-05T18:37:07
10277-2,10277,915,"I'm sorry for the trouble, checking your account now.",True,2025-06-05T21:14:07
10277-3,10277,51456,Let me know if I should contact someone else instead.,True,2025-06-06T00:36:07
10277-4,10277,915,"I understand the frustration, let's get this sorted out.",True,2025-06-06T04:43:07
10277-5,10277,51456,Following up on this.,True,2025-06-06T06:03:07
10277-6,10277,915,"I understand the frustration, let's get this sorted out.",True,2025-06-06T09:00:07
10277-7,10277,51456,"OK, still waiting to hear back.",True,2025-06-06T10:44:07
10277-8,10277,915,"I've resolved this on our end, please let us know if you need anything else.",True,2025-06-06T11:24:07
10277-9,10277,51456,"Great, appreciate the quick resolution.",True,2025-06-06T12:31:07
10278-1,10278,51572,"Hi, I think I entered the wrong address for order #231319, could you update it before it ships?",True,2025-08-03T23:09:27
10278-2,10278,915,"Thanks for reaching out, let me look into this for you.",True,2025-08-03T23:30:27
10278-3,10278,51572,Has the address been updated yet?,True,2025-08-04T01:26:27
10278-4,10278,915,"All set on our side now, thanks for your patience.",True,2025-08-04T03:08:27
10278-5,10278,51572,Thanks for the help!,True,2025-08-04T03:28:27
10279-1,10279,52303,"Hi, I have a question but I'm not totally sure it's the right team to ask.",True,2025-06-04T04:28:05
10279-2,10279,908,"Thanks for the details, give me a moment to check on this.",True,2025-06-04T08:24:05
10279-3,10279,52303,Sorry if this isn't the right department.,True,2025-06-04T13:07:05
10279-4,10279,908,"Thanks for the details, give me a moment to check on this.",True,2025-06-04T17:28:05
10279-5,10279,52303,Following up on this.,True,2025-06-04T20:13:05
10279-6,10279,908,"I've resolved this on our end, please let us know if you need anything else.",True,2025-06-04T22:33:05
10279-7,10279,52303,Thanks for the help!,True,2025-06-05T00:02:05
10280-1,10280,50549,"Hi, my order arrived but it's short one item, the box wasn't damaged so I'm not sure what happened.",True,2025-07-24T20:46:22
10280-2,10280,919,"I understand the frustration, let's get this sorted out.",True,2025-07-24T21:56:22
10280-3,10280,50549,"I checked teh box twice, it's definitely not there.",True,2025-07-24T23:19:22
10280-4,10280,919,"I'm sorry for the trouble, checking your account now.",True,2025-07-25T01:46:22
10280-5,10280,50549,Any news?,True,2025-07-25T04:58:22
10280-6,10280,919,"I'm sorry for the trouble, checking your account now.",True,2025-07-25T07:32:22
10280-7,10280,50549,"OK, still waiting to hear back.",True,2025-07-25T09:29:22
10281-1,10281,50317,The yoga mat I ordered stopped working after 3 days of normal use.,True,2025-06-11T00:16:43
10281-2,10281,908,"I understand the frustration, let's get this sorted out.",True,2025-06-11T01:17:43
10281-3,10281,50317,"Actually, sorry, let me explain the real issue. The yoga mat I received feels much cheaper than it looked in the photos.",True,2025-06-11T02:20:43
10281-4,10281,908,"All set on our side now, thanks for your patience.",True,2025-06-11T06:40:43
10281-5,10281,50317,"Perfect, thank you.",True,2025-06-11T07:55:43
10282-1,10282,51413,The laptop sleeve I ordered stopped working after 11 days of normal use.,True,2025-08-28T02:37:50
10282-2,10282,925,"Thanks for reaching out, let me look into this for you.",True,2025-08-28T03:50:50
10282-3,10282,51413,"I've tried everything, it's definitely faulty.",True,2025-08-28T07:09:50
10282-4,10282,925,"I'm sorry for the trouble, checking your account now.",True,2025-08-28T10:53:50
10282-5,10282,51413,Any news?,True,2025-08-28T12:55:50
10282-6,10282,925,"All set on our side now, thanks for your patience.",True,2025-08-28T15:04:50
10282-7,10282,51413,"Great, appreciate the quick resolution.",True,2025-08-28T16:03:50
10283-1,10283,53462,"Hi, the courier says my pacakge for order #198181 was delivered but it's nowhere to be found.",True,2025-06-07T23:32:46
10283-2,10283,902,"I'm sorry for the trouble, checking your account now.",True,2025-06-08T02:44:46
10283-3,10283,53462,Can you open an investigation with the carrier?,True,2025-06-08T06:59:46
10283-4,10283,902,"I understand the frustration, let's get this sorted out.",True,2025-06-08T11:41:46
10283-5,10283,53462,Following up on this.,True,2025-06-08T11:54:46
10284-1,10284,53026,"I want to file a complaint, my overall experience with this order has been really disappointing.",True,2025-08-14T22:39:56
10284-2,10284,921,"Thanks for the details, give me a moment to check on this.",True,2025-08-14T23:18:56
10284-3,10284,53026,I'd like to know how this will be addressed.,True,2025-08-14T23:54:56
10284-4,10284,921,"I've resolved this on our end, please let us know if you need anything else.",True,2025-08-15T04:17:56
10284-5,10284,53026,"Great, appreciate the quick resolution.",True,2025-08-15T05:05:56
10285-1,10285,51084,"Hi, when will I get my money back for teh item I sent back?",True,2025-07-28T10:49:36
10285-2,10285,906,"Thanks for reaching out, let me look into this for you.",True,2025-07-28T11:21:36
10285-3,10285,51084,It's been longer than the timeline yuo gave me.,True,2025-07-28T14:30:36
10285-4,10285,906,"This has been taken care of, apologies again for the inconvenience.",True,2025-07-28T18:20:36
10285-5,10285,51084,Thanks for the help!,True,2025-07-28T19:17:36
10286-1,10286,51927,"Hi, I need to update the email address on my account.",True,2025-07-04T04:15:27
10286-2,10286,912,"I'm sorry for the trouble, checking your account now.",True,2025-07-04T08:02:27
10286-3,10286,51927,I want to make sure I still get order notifications after the change.,True,2025-07-04T09:08:27
10286-4,10286,912,"Thanks for reaching out, let me look into this for you.",True,2025-07-04T12:53:27
10286-5,10286,51927,Following up on this.,True,2025-07-04T13:44:27
10287-1,10287,52029,"My card keeps getting declined when I try to check out, even though there are funds available.",True,2025-06-12T14:23:20
10287-2,10287,925,"I'm sorry for the trouble, checking your account now.",True,2025-06-12T15:00:20
10287-3,10287,52029,I've tried two different cards now.,True,2025-06-12T18:06:20
10288-1,10288,51990,Order #636073 was supposed to arrive on Jun 17 and it's still not here. What's going on?,True,2025-06-23T13:12:39
10288-2,10288,902,"I'm sorry for the trouble, checking your account now.",True,2025-06-23T13:43:39
10288-3,10288,51990,"It's been 6 extra days now, this is getting frustrating.",True,2025-06-23T15:29:39
10288-4,10288,902,"All set on our side now, thanks for your patience.",True,2025-06-23T17:36:39
10288-5,10288,51990,"Great, appreciate the quick resolution.",True,2025-06-23T18:05:39
10289-1,10289,51557,"Hi, I have a question but I'm not totally sure it's the right team to ask.",True,2025-08-03T17:31:40
10289-2,10289,913,"I understand the frustration, let's get this sorted out.",True,2025-08-03T19:05:40
10289-3,10289,51557,Sorry if this isn't the right department.,True,2025-08-03T21:21:40
10289-4,10289,913,"All set on our side now, thanks for your patience.",True,2025-08-03T23:04:40
10289-5,10289,51557,"Perfect, thank you.",True,2025-08-03T23:36:40
10290-1,10290,51489,"Hello, just checking on the status of order #678570, it's been a few days and I haven't heard anything.",True,2025-06-09T19:39:42
10290-2,10290,910,"Thanks for reaching out, let me look into this for you.",True,2025-06-09T20:17:42
10290-3,10290,51489,"Actually, sorry, let me explain the real issue. Hi, I think I entered the wrong address for order #678570, could you update it before it ships?",True,2025-06-09T20:48:42
10290-4,10290,910,"Thanks for the details, give me a moment to check on this.",True,2025-06-10T01:37:42
10290-5,10290,51489,Any news?,True,2025-06-10T04:52:42
10290-6,10290,910,"This has been taken care of, apologies again for the inconvenience.",True,2025-06-10T05:53:42
10290-7,10290,51489,"Great, appreciate the quick resolution.",True,2025-06-10T06:03:42
10291-1,10291,51836,"Hello, just checking on the status of order #539357, it's been a few days and I haven't heard anything.",True,2025-08-22T21:46:27
10291-2,10291,920,"I'm sorry for the trouble, checking your account now.",True,2025-08-23T01:14:27
10291-3,10291,51836,"Still no movement on the tracking page, is that normal?",True,2025-08-23T04:47:27
10291-4,10291,920,"Thanks for confirming, I've closed this out on our end.",True,2025-08-23T05:35:27
10291-5,10291,51836,"OK thank you, that answers my question.",True,2025-08-23T06:51:27
10292-1,10292,50655,"Hi, I need to update the email address on my account.",True,2025-08-03T10:00:00
10292-2,10292,918,"I'm sorry for the trouble, checking your account now.",True,2025-08-03T10:16:00
10292-3,10292,50655,"Actually, sorry, let me explain the real issue. I got refunded for order #929053 but the amount is way less than what I paid.",True,2025-08-03T12:55:00
10292-4,10292,918,"Thanks for the details, give me a moment to check on this.",True,2025-08-03T15:27:00
10292-5,10292,50655,Following up on this.,True,2025-08-03T15:50:00
10292-6,10292,918,"I'm sorry for the trouble, checking your account now.",True,2025-08-03T17:03:00
10292-7,10292,50655,"OK, still waiting to hear back.",True,2025-08-03T19:29:00
10292-8,10292,918,"All set on our side now, thanks for your patience.",True,2025-08-03T19:39:00
10292-9,10292,50655,Thanks for the help!,True,2025-08-03T20:25:00
10293-1,10293,51207,"Hi, I placed order #472751 on Jul 19 and I can't find any tracking info. Can you tell me where it is?",True,2025-07-27T23:25:52
10293-2,10293,910,"I'm sorry for the trouble, checking your account now.",True,2025-07-28T02:10:52
10293-3,10293,51207,Any update on this? It's been a while.,True,2025-07-28T06:06:52
10293-4,10293,910,"Thanks for confirming, I've closed this out on our end.",True,2025-07-28T09:02:52
10293-5,10293,51207,"OK thank you, that answers my question.",True,2025-07-28T09:26:52
10294-1,10294,52031,"Hi, my delivery is running late, I ordered the desk lamp over a week ago.",True,2025-08-14T05:42:55
10294-2,10294,905,"I'm sorry for the trouble, checking your account now.",True,2025-08-14T06:04:55
10294-3,10294,52031,Do you have an updated delivery estimate?,True,2025-08-14T06:50:55
10294-4,10294,905,"I've resolved this on our end, please let us know if you need anything else.",True,2025-08-14T10:26:55
10294-5,10294,52031,Thanks for the help!,True,2025-08-14T11:48:55
10295-1,10295,53127,"Hi, the amount charged to my card doesn't match my order total, can you check?",True,2025-06-13T00:44:15
10295-2,10295,920,"I understand the frustration, let's get this sorted out.",True,2025-06-13T04:37:15
10295-3,10295,53127,This needs to be corrected soon.,True,2025-06-13T06:10:15
10295-4,10295,920,"All set on our side now, thanks for your patience.",True,2025-06-13T09:09:15
10295-5,10295,53127,Thanks for the help!,True,2025-06-13T10:34:15
10296-1,10296,52095,"Hello, just checking on the status of order #547883, it's been a few days and I haven't heard anything.",True,2025-08-23T00:39:14
10296-2,10296,913,"I'm sorry for the trouble, checking your account now.",True,2025-08-23T01:12:14
10296-3,10296,52095,"Still no movement on the tracking page, is that normal?",True,2025-08-23T02:14:14
10297-1,10297,51755,"Hi, when will I get my money back for the item I sent back?",True,2025-06-17T12:11:43
10297-2,10297,916,"Thanks for reaching out, let me look into this for you.",True,2025-06-17T15:43:43
10297-3,10297,51755,It's been longer than the timeline you gave me.,True,2025-06-17T15:54:43
10297-4,10297,916,"Thanks for confirming, I've closed this out on our end.",True,2025-06-17T17:19:43
10297-5,10297,51755,Thanks for the help!,True,2025-06-17T19:08:43
10298-1,10298,50370,"Hi, when will I get my money back for the item I sent back?",True,2025-06-17T13:18:49
10298-2,10298,910,"I understand the frustration, let's get this sorted out.",True,2025-06-17T15:01:49
10298-3,10298,50370,My bank still shows no refund received.,True,2025-06-17T19:52:49
10298-4,10298,910,"I understand the frustration, let's get this sorted out.",True,2025-06-18T00:36:49
10298-5,10298,50370,Following up on this.,True,2025-06-18T01:07:49
10298-6,10298,910,"This has been taken care of, apologies again for the inconvenience.",True,2025-06-18T04:20:49
10298-7,10298,50370,Thanks for the help!,True,2025-06-18T05:54:49
10299-1,10299,51484,"Hello, just checking on the status of order #466317, it's been a few days and I haven't heard anything.",True,2025-06-13T03:50:58
10299-2,10299,917,"I'm sorry for the trouble, checking your account now.",True,2025-06-13T04:57:58
10299-3,10299,51484,Any update on this? It's been a while.,True,2025-06-13T07:01:58
10299-4,10299,917,"This has been taken care of, apologies again for the inconvenience.",True,2025-06-13T08:21:58
10299-5,10299,51484,Thanks for the help!,True,2025-06-13T09:14:58
10300-1,10300,51953,"I returned my order #182830 2 days ago and haven't seen a refund yet, can you check?",True,2025-06-03T17:56:09
10300-2,10300,919,"I understand the frustration, let's get this sorted out.",True,2025-06-03T20:01:09
10300-3,10300,51953,My bank still shows no refund received.,True,2025-06-03T23:03:09
10300-4,10300,919,"I've resolved this on our end, please let us know if you need anything else.",True,2025-06-04T01:39:09
10300-5,10300,51953,"Great, appreciate the quick resolution.",True,2025-06-04T03:01:09
10301-1,10301,52269,How many days do I have to return something after delivery?,True,2025-08-23T15:54:36
10301-2,10301,922,"Thanks for reaching out, let me look into this for you.",True,2025-08-23T18:37:36
10301-3,10301,52269,Is there a restocking fee?,True,2025-08-23T20:39:36
10301-4,10301,922,"Thanks for reaching out, let me look into this for you.",True,2025-08-23T22:23:36
10301-5,10301,52269,Any news?,True,2025-08-24T01:30:36
10301-6,10301,922,"Thanks for confirming, I've closed this out on our end.",True,2025-08-24T03:42:36
10301-7,10301,52269,"OK thank you, that answers my question.",True,2025-08-24T05:32:36
10302-1,10302,51105,"I was charged twice for order #451767, can you refund the duplicate?",True,2025-07-04T00:20:38
10302-2,10302,903,"Thanks for reaching out, let me look into this for you.",True,2025-07-04T03:08:38
10302-3,10302,51105,This needs to be corrected soon.,True,2025-07-04T05:21:38
10302-4,10302,903,"Thanks for reaching out, let me look into this for you.",True,2025-07-04T06:14:38
10302-5,10302,51105,Any news?,True,2025-07-04T08:48:38
10302-6,10302,903,"Thanks for reaching out, let me look into this for you.",True,2025-07-04T09:09:38
10302-7,10302,51105,"OK, still waiting to hear back.",True,2025-07-04T10:39:38
10302-8,10302,903,"All set on our side now, thanks for your patience.",True,2025-07-04T12:08:38
10302-9,10302,51105,"Perfect, thank you.",True,2025-07-04T13:49:38
10303-1,10303,50530,Can you help me change the phone number linked to my account?,True,2025-07-01T03:46:26
10303-2,10303,922,"I understand the frustration, let's get this sorted out.",True,2025-07-01T06:45:26
10303-3,10303,50530,I want to make sure I still get order notifications after the change.,True,2025-07-01T07:35:26
10303-4,10303,922,"I'm sorry for the trouble, checking your account now.",True,2025-07-01T09:35:26
10303-5,10303,50530,"OK, still waiting to hear back.",True,2025-07-01T12:48:26
10303-6,10303,922,"All set on our side now, thanks for your patience.",True,2025-07-01T15:06:26
10303-7,10303,50530,"Great, appreciate the quick resolution.",True,2025-07-01T16:08:26
10304-1,10304,52919,"Hi, I have a question but I'm not totally sure it's the right team to ask.",True,2025-06-22T18:20:13
10304-2,10304,924,"Thanks for reaching out, let me look into this for you.",True,2025-06-22T21:49:13
10304-3,10304,52919,Let me know if I should contact someone else instead.,True,2025-06-23T02:14:13
10305-1,10305,50291,This might not be the right place but I wasn't sure where else to send this.,True,2025-07-12T22:30:16
10305-2,10305,905,"I'm sorry for the trouble, checking your account now.",True,2025-07-13T02:29:16
10305-3,10305,50291,Sorry if this isn't the right department.,True,2025-07-13T06:24:16
10305-4,10305,905,"Thanks for confirming, I've closed this out on our end.",True,2025-07-13T09:14:16
10305-5,10305,50291,Thanks for the help!,True,2025-07-13T09:52:16
10306-1,10306,52866,"I moved recently and my order #265890 is still set to go to my old address, can this be fixed?",True,2025-08-17T15:32:06
10306-2,10306,917,"I understand the frustration, let's get this sorted out.",True,2025-08-17T19:06:06
10306-3,10306,52866,Has the address been updated yet?,True,2025-08-17T20:11:06
10306-4,10306,917,"I understand the frustration, let's get this sorted out.",True,2025-08-17T21:16:06
10306-5,10306,52866,"OK, still waiting to hear back.",True,2025-08-17T23:16:06
10306-6,10306,917,"Thanks for the details, give me a moment to check on this.",True,2025-08-18T01:08:06
10306-7,10306,52866,Any news?,True,2025-08-18T01:34:06
10307-1,10307,52232,"Hi, my delivery is running late, I ordered the phone case over a week ago.",True,2025-06-14T05:52:40
10307-2,10307,904,"I understand the frustration, let's get this sorted out.",True,2025-06-14T08:52:40
10307-3,10307,52232,"Actually, sorry, let me explain the real issue. This might not be the right place but I wasn't sure where else to send this.",True,2025-06-14T11:20:40
10307-4,10307,904,"Thanks for confirming, I've closed this out on our end.",True,2025-06-14T12:05:40
10307-5,10307,52232,"OK thank you, that answers my question.",True,2025-06-14T14:01:40
10308-1,10308,50378,"Hi, my delivery is running late, I ordered the laptop sleeve over a week ago.",True,2025-08-08T13:20:19
10308-2,10308,913,"Thanks for reaching out, let me look into this for you.",True,2025-08-08T14:15:19
10308-3,10308,50378,"Actually, sorry, let me explain the real issue. This is a formal request for a copy of all personal data you have on file for me.",True,2025-08-08T15:39:19
10309-1,10309,53244,"Hi, I placed order #572445 on Jul 13 and I can't find any tracking info. Can you tell me where it is?",True,2025-07-18T09:28:46
10309-2,10309,921,"I understand the frustration, let's get this sorted out.",True,2025-07-18T12:06:46
10309-3,10309,53244,"Still no movement on the tracking page, is that normal?",True,2025-07-18T14:06:46
10309-4,10309,921,"All set on our side now, thanks for your patience.",True,2025-07-18T14:23:46
10309-5,10309,53244,"Perfect, thank you.",True,2025-07-18T16:22:46
10310-1,10310,51680,The running shoes I ordered stopped working after 4 days of normal use.,True,2025-07-20T09:02:27
10310-2,10310,911,"I understand the frustration, let's get this sorted out.",True,2025-07-20T10:19:27
10310-3,10310,51680,"I've tried everything, it's definitely faulty.",True,2025-07-20T12:54:27
10310-4,10310,911,"Thanks for reaching out, let me look into this for you.",True,2025-07-20T13:48:27
10310-5,10310,51680,Following up on this.,True,2025-07-20T14:20:27
10310-6,10310,911,"Thanks for confirming, I've closed this out on our end.",True,2025-07-20T14:34:27
10310-7,10310,51680,"OK thank you, that answers my question.",True,2025-07-20T14:52:27
10311-1,10311,52734,"Hi, the amount charged to my card doesn't match my order total, can you check?",True,2025-06-20T06:50:14
10311-2,10311,909,"I understand the frustration, let's get this sorted out.",True,2025-06-20T09:55:14
10311-3,10311,52734,This needs to be corrected soon.,True,2025-06-20T10:08:14
