id,subject,description,status,priority,type,via_channel,tags,requester_id,assignee_id,group_id,created_at,updated_at,true_category_id_triage,true_category_id_final,taxonomy_version,is_drift_case,is_ambiguous_case,ambiguous_with_category_id,is_injected_new_category
10239,Password reset not working,"Hi, I can't log into my account, it keeps saying my password is wrong even after resetting it.",solved,low,problem,web_widget,,52746,914,2,2025-07-29T19:01:05,2025-07-30T07:19:05,ACC-001,ACC-003,1,True,False,,False
10240,Where is my order?,"Hi, I placed order #653545 on Jun 06 and I can't find any tracking info. Can you tell me where it is?",solved,low,question,web_widget,,52013,900,1,2025-06-17T10:19:26,2025-06-17T17:29:26,ORD-001,ORD-001,1,False,False,,False
10241,Card not working at checkout,"Hi, I'm getting a payment error adn can't finish my order.",solved,normal,incident,email,"mobile_app,web",53080,919,1,2025-07-15T20:55:32,2025-07-16T10:42:32,PAY-001,PAY-001,1,False,False,,False
10242,Item stopped working,"Hi, my order arrived and the wireless headphones is broken, it won't turn on at all.",solved,high,incident,web_widget,vip,50171,900,2,2025-08-27T11:35:53,2025-08-28T00:42:53,PRD-001,PRD-001,1,False,False,,False
10243,Item missing from my order,"I just opened my package for order #794447 adn the bluetooth speaker is missing, only the rest of the items were inside.",open,normal,problem,web_widget,"ecommerce,web",52601,908,2,2025-08-04T10:06:28,2025-08-04T22:13:28,ORD-004,ORD-004,1,False,False,,False
10244,My order is late,"Hi, my delivery is running late, I ordered the yoga mat over a week ago.",pending,normal,problem,web_widget,priority,51895,911,2,2025-07-11T11:11:00,2025-07-11T16:00:00,ORD-002,ORD-002,1,False,False,,False
10245,When will this be back in stock?,Is there any way to get notified when the running shoes is restocked?,closed,normal,task,web_widget,"web,mobile_app",52260,906,1,2025-07-22T11:48:43,2025-07-23T02:27:43,PRD-004,PRD-004,1,False,False,,False
10246,Not as pictured,The graphic t-shirt I received feels much cheaper than it looked in the photos.,solved,normal,question,web_widget,"vip,web",52029,911,1,2025-06-04T22:57:56,2025-06-05T02:45:56,PRD-005,PRD-005,1,False,False,,False
10247,Didn't get my discount,"Hi, I was supposed to get a discount but my order #961545 was charged full price.",closed,normal,question,web_widget,mobile_app,51012,903,1,2025-08-27T06:32:21,2025-08-27T14:24:21,PAY-004,PAY-004,1,False,False,,False
10248,Item stopped working,The wireless headphones I ordered stopped working after 9 days of normal use.,closed,normal,problem,web_widget,web,50392,919,2,2025-06-22T05:14:55,2025-06-22T12:05:55,PRD-001,PRD-001,1,False,False,,False
10249,Tracking question,"Hi, I placed order #426806 on Jul 24 and I can't find any tracking info. Can you tell me where it is?",open,normal,incident,email,priority,51821,905,1,2025-08-12T13:07:02,2025-08-12T21:20:02,ORD-001,ORD-001,1,False,False,,False
10250,Item stopped working,"Hi, my order arrived and the phone case is broken, it won't turn on at all.",solved,low,question,web_widget,,52735,915,1,2025-08-29T09:02:29,2025-08-30T00:34:29,PRD-001,RET-003,1,True,False,,False
10251,Charged twice,"Hi, the amount charged to my card doesn't match my order total, can you check?",solved,low,problem,email,"web,mobile_app",51190,914,1,2025-07-24T07:27:58,2025-07-24T13:30:58,PAY-002,PAY-002,1,False,False,,False
10252,Membership benefits,What benefits come with the premium membership tier?,solved,normal,task,web_widget,"vip,mobile_app",53597,922,1,2025-06-14T03:31:56,2025-06-14T20:02:56,LOY-001,ACC-002,1,True,False,,False
10253,Wrong item received,"Hi, the color/size I received doesn't match order #929029 at all.",closed,low,question,web_widget,"vip,mobile_app",52931,915,1,2025-07-23T21:37:25,2025-07-24T09:21:25,PRD-002,PRD-002,1,False,False,,False
10254,How long do I have to return an item?,"Hi, quick question about your returns policy, can I return an item I already opened?",solved,urgent,problem,web_widget,vip,51847,914,1,2025-07-04T10:50:51,2025-07-04T19:09:51,RET-004,PAY-004,1,True,False,,False
10255,Coupon issue at checkout,I used the code WELCOME15 but it didn't apply any discount at checkout.,open,normal,task,web_widget,"ecommerce,vip",53368,911,2,2025-07-07T18:08:25,2025-07-08T02:17:25,PAY-004,PAY-004,1,False,False,,False
10256,Order #949767 status,"Hello, just checking on the status of order #949767, it's been a few days and I haven't heard anything.",solved,low,task,web_widget,ecommerce,50569,918,2,2025-06-28T19:31:47,2025-06-29T06:27:47,ORD-001,ORD-001,1,False,False,,False
10257,Coupon issue at checkout,"Hi, I was supposed to get a discount but my order #732672 was charged full price.",closed,low,incident,web_widget,"mobile_app,priority",50702,903,1,2025-06-17T04:03:02,2025-06-17T22:28:02,PAY-004,PAY-004,1,False,False,,False
10258,How long do I have to return an item?,"Hi, quick question about your returns policy, can I return an item I already opened?",solved,normal,incident,email,"mobile_app,web",52472,918,2,2025-07-24T11:23:12,2025-07-25T01:22:12,RET-004,RET-004,1,False,False,,False
10259,Still waiting on refund for #145785,"Hi, when will I get my money back for the item I sent back? I was charged twice for order #145785, can you refund the duplicate?",solved,low,task,web_widget,"mobile_app,priority",51575,921,1,2025-07-22T18:09:06,2025-07-23T06:39:06,RET-002,RET-002,1,False,True,PAY-002,False
10260,Missing points from order,"Hi, I didn't get loyalty points for my last order #443000, can you check why?",solved,normal,question,email,,51624,901,1,2025-06-11T10:31:45,2025-06-11T14:51:45,LOY-001,LOY-001,1,False,False,,False
10261,Change email on file,Can you help me change the phone number linked to my account?,solved,normal,problem,web_widget,"priority,web",51804,911,1,2025-08-05T00:39:02,2025-08-05T13:36:02,ACC-002,ACC-002,1,False,False,,False
10262,My order is late,"Hi, my delivery is running late, I ordered the denim jacket over a week ago.",closed,low,question,web_widget,"mobile_app,priority",52218,912,2,2025-06-11T23:54:14,2025-06-12T05:29:14,ORD-002,ORD-002,1,False,False,,False
10263,Return process question,"Hi, I'd like to return the running shoes from order #992919, can you send me a return label? Hi, quick question about your returns policy, can I return an item I already opened?",solved,low,question,web_widget,"web,mobile_app",51360,905,1,2025-08-20T11:03:44,2025-08-20T22:56:44,RET-001,RET-001,1,False,True,RET-004,False
10264,Charged twice,"I was charged twice for order #141531, can you refund the duplicate?",solved,low,incident,web_widget,,53027,910,1,2025-06-29T21:40:41,2025-06-30T08:29:41,PAY-002,PAY-002,1,False,False,,False
10265,Coupon issue at checkout,I used the code NOVA5 but it didn't apply any discount at checkout.,open,normal,incident,web_widget,web,50836,904,1,2025-07-24T22:37:35,2025-07-25T06:37:35,PAY-004,PAY-004,1,False,False,,False
10266,Feedback about the website,"Just some feedback, it would be great if the website had a size comparison tool.",solved,low,problem,web_widget,mobile_app,52496,923,1,2025-06-15T04:31:52,2025-06-15T18:43:52,GEN-002,GEN-002,1,False,False,,False
10267,Not sure who to ask,"Hi, I have a question but I'm not totally sure it's the right team to ask.",solved,normal,question,email,"priority,vip",53040,911,1,2025-06-29T00:25:41,2025-06-29T17:11:41,GEN-OTHER,GEN-OTHER,1,False,False,,False
10268,Lost order #706435,"Hi, the courier says my package for order #706435 was delivered but it's nowhere to be found.",solved,high,problem,email,"mobile_app,vip",52479,914,2,2025-06-14T09:55:16,2025-06-14T23:19:16,ORD-003,ORD-003,1,False,False,,False
10269,Order #830140 status,"Hello, just checking on the status of order #830140, it's been a few days and I haven't heard anything.",closed,normal,question,email,,50026,905,2,2025-06-01T03:26:06,2025-06-01T10:40:06,ORD-001,ORD-001,1,False,False,,False
10270,Where is my order?,"Hi, I placed order #131107 on May 24 and I can't find any tracking info. Can you tell me where it is?",closed,urgent,incident,email,"mobile_app,web",50326,909,1,2025-06-12T08:22:17,2025-06-12T18:39:17,ORD-001,ORD-001,1,False,False,,False
10271,Need an invoice,"Hi, could you send me an invoice for order #103234? I need it for accounting.",solved,urgent,problem,email,,52501,901,2,2025-08-19T11:16:21,2025-08-20T01:58:21,PAY-003,PAY-003,1,False,False,,False
10272,Order #548702 status,"Hello, just checking on the status of order #548702, it's been a few days and I haven't heard anything.",solved,low,question,web_widget,mobile_app,52485,915,1,2025-07-26T18:13:50,2025-07-27T10:12:50,ORD-001,ORD-001,1,False,False,,False
10273,Wrong refund amount,"Hi, I was only refunded part of my order, can you check what happened?",solved,normal,incident,email,,53138,908,1,2025-06-24T10:47:42,2025-06-24T22:39:42,RET-003,RET-003,1,False,False,,False
10274,Item stopped working,"Hi, my order arrived and the wireless headphones is broken, it won't turn on at all.",pending,normal,task,web_widget,priority,52346,911,1,2025-06-29T12:34:24,2025-06-29T19:05:24,PRD-001,PRD-001,1,False,False,,False
10275,Order #435690 status,"Hello, just checking on the status of order #435690, it's been a few days and I haven't heard anything.",solved,normal,task,email,mobile_app,53059,921,2,2025-08-15T08:15:44,2025-08-15T16:26:44,ORD-001,ORD-001,1,False,False,,False
10276,Missing points from order,"Hi, I didn't get loyalty points for my last order #835165, can you check why?",solved,normal,incident,email,,50294,916,2,2025-06-26T16:50:44,2025-06-27T07:28:44,LOY-001,LOY-001,1,False,False,,False
10277,Quick question,"Hi, I have a question but I'm not totally sure it's the right team to ask.",solved,low,task,web_widget,"ecommerce,priority",51456,915,1,2025-06-05T18:37:07,2025-06-06T12:31:07,GEN-OTHER,GEN-OTHER,1,False,False,,False
10278,Wrong address on order,"Hi, I think I entered the wrong address for order #231319, could you update it before it ships?",solved,low,incident,email,,51572,915,2,2025-08-03T23:09:27,2025-08-04T03:28:27,ORD-005,ORD-005,1,False,False,,False
10279,Random query,"Hi, I have a question but I'm not totally sure it's the right team to ask.",solved,low,incident,web_widget,,52303,908,2,2025-06-04T04:28:05,2025-06-05T00:02:05,GEN-OTHER,GEN-OTHER,1,False,False,,False
10280,Incomplete package,"Hi, my order arrived but it's short one item, the box wasn't damaged so I'm not sure what happened.",open,normal,question,email,,50549,919,1,2025-07-24T20:46:22,2025-07-25T10:59:22,ORD-004,ORD-004,1,False,False,,False
10281,Item stopped working,The yoga mat I ordered stopped working after 3 days of normal use.,solved,normal,question,web_widget,priority,50317,908,1,2025-06-11T00:16:43,2025-06-11T07:55:43,PRD-001,PRD-005,1,True,False,,False
10282,Product arrived defective,The laptop sleeve I ordered stopped working after 11 days of normal use.,solved,normal,question,email,vip,51413,925,2,2025-08-28T02:37:50,2025-08-28T16:03:50,PRD-001,PRD-001,1,False,False,,False
10283,Lost order #198181,"Hi, the courier says my pacakge for order #198181 was delivered but it's nowhere to be found.",pending,normal,task,email,"vip,priority",53462,902,1,2025-06-07T23:32:46,2025-06-08T12:52:46,ORD-003,ORD-003,1,False,False,,False
10284,Frustrated customer,"I want to file a complaint, my overall experience with this order has been really disappointing.",solved,high,question,web_widget,vip,53026,921,2,2025-08-14T22:39:56,2025-08-15T05:05:56,GEN-001,GEN-001,1,False,False,,False
10285,Refund status,"Hi, when will I get my money back for teh item I sent back?",solved,high,question,web_widget,"vip,priority",51084,906,1,2025-07-28T10:49:36,2025-07-28T19:17:36,RET-002,RET-002,1,False,False,,False
10286,Update my account details,"Hi, I need to update the email address on my account.",open,urgent,problem,web_widget,web,51927,912,1,2025-07-04T04:15:27,2025-07-04T14:44:27,ACC-002,ACC-002,1,False,False,,False
10287,Payment declined,"My card keeps getting declined when I try to check out, even though there are funds available.",pending,normal,question,web_widget,vip,52029,925,1,2025-06-12T14:23:20,2025-06-12T20:17:20,PAY-001,PAY-001,1,False,False,,False
10288,Delivery delay on #636073,Order #636073 was supposed to arrive on Jun 17 and it's still not here. What's going on?,solved,normal,incident,web_widget,,51990,902,2,2025-06-23T13:12:39,2025-06-23T18:05:39,ORD-002,ORD-002,1,False,False,,False
10289,Random query,"Hi, I have a question but I'm not totally sure it's the right team to ask.",solved,normal,question,web_widget,mobile_app,51557,913,1,2025-08-03T17:31:40,2025-08-03T23:36:40,GEN-OTHER,GEN-OTHER,1,False,False,,False
10290,Order #678570 status,"Hello, just checking on the status of order #678570, it's been a few days and I haven't heard anything.",solved,low,problem,email,"vip,web",51489,910,1,2025-06-09T19:39:42,2025-06-10T06:03:42,ORD-001,ORD-005,1,True,False,,False
10291,Where is my order?,"Hello, just checking on the status of order #539357, it's been a few days and I haven't heard anything.",closed,normal,problem,web_widget,,51836,920,2,2025-08-22T21:46:27,2025-08-23T06:51:27,ORD-001,ORD-001,1,False,False,,False
10292,Change email on file,"Hi, I need to update the email address on my account.",closed,high,problem,email,web,50655,918,1,2025-08-03T10:00:00,2025-08-03T20:25:00,ACC-002,RET-003,1,True,False,,False
10293,Where is my order?,"Hi, I placed order #472751 on Jul 19 and I can't find any tracking info. Can you tell me where it is?",closed,low,task,web_widget,ecommerce,51207,910,2,2025-07-27T23:25:52,2025-07-28T09:26:52,ORD-001,ORD-001,1,False,False,,False
10294,My order is late,"Hi, my delivery is running late, I ordered the desk lamp over a week ago.",solved,normal,question,web_widget,,52031,905,1,2025-08-14T05:42:55,2025-08-14T11:48:55,ORD-002,ORD-002,1,False,False,,False
10295,Charged twice,"Hi, the amount charged to my card doesn't match my order total, can you check?",solved,low,question,web_widget,ecommerce,53127,920,2,2025-06-13T00:44:15,2025-06-13T10:34:15,PAY-002,PAY-002,1,False,False,,False
10296,Where is my order?,"Hello, just checking on the status of order #547883, it's been a few days and I haven't heard anything.",open,low,question,web_widget,,52095,913,1,2025-08-23T00:39:14,2025-08-23T03:24:14,ORD-001,ORD-001,1,False,False,,False
10297,Refund status,"Hi, when will I get my money back for the item I sent back?",closed,low,task,email,priority,51755,916,1,2025-06-17T12:11:43,2025-06-17T19:08:43,RET-002,RET-002,1,False,False,,False
10298,Still waiting on refund for #434826,"Hi, when will I get my money back for the item I sent back?",solved,low,question,web_widget,,50370,910,2,2025-06-17T13:18:49,2025-06-18T05:54:49,RET-002,RET-002,1,False,False,,False
10299,Tracking question,"Hello, just checking on the status of order #466317, it's been a few days and I haven't heard anything.",closed,normal,task,web_widget,"ecommerce,web",51484,917,1,2025-06-13T03:50:58,2025-06-13T09:14:58,ORD-001,ORD-001,1,False,False,,False
10300,Refund status,"I returned my order #182830 2 days ago and haven't seen a refund yet, can you check?",solved,normal,question,web_widget,mobile_app,51953,919,2,2025-06-03T17:56:09,2025-06-04T03:01:09,RET-002,RET-002,1,False,False,,False
10301,Return eligibility,How many days do I have to return something after delivery?,solved,low,problem,web_widget,,52269,922,2,2025-08-23T15:54:36,2025-08-24T05:32:36,RET-004,RET-004,1,False,False,,False
10302,Charged twice,"I was charged twice for order #451767, can you refund the duplicate?",solved,urgent,incident,web_widget,vip,51105,903,1,2025-07-04T00:20:38,2025-07-04T13:49:38,PAY-002,PAY-002,1,False,False,,False
10303,Update my account details,Can you help me change the phone number linked to my account?,solved,normal,problem,web_widget,ecommerce,50530,922,1,2025-07-01T03:46:26,2025-07-01T16:08:26,ACC-002,ACC-002,1,False,False,,False
10304,Quick question,"Hi, I have a question but I'm not totally sure it's the right team to ask.",open,low,problem,web_widget,ecommerce,52919,924,1,2025-06-22T18:20:13,2025-06-23T06:16:13,GEN-OTHER,GEN-OTHER,1,False,False,,False
10305,Quick question,This might not be the right place but I wasn't sure where else to send this.,closed,normal,question,email,,50291,905,2,2025-07-12T22:30:16,2025-07-13T09:52:16,GEN-OTHER,GEN-OTHER,1,False,False,,False
10306,Wrong address on order,"I moved recently and my order #265890 is still set to go to my old address, can this be fixed?",open,normal,task,web_widget,ecommerce,52866,917,1,2025-08-17T15:32:06,2025-08-18T03:11:06,ORD-005,ORD-005,1,False,False,,False
10307,Delivery delay on #695807,"Hi, my delivery is running late, I ordered the phone case over a week ago.",solved,normal,problem,web_widget,,52232,904,2,2025-06-14T05:52:40,2025-06-14T14:01:40,ORD-002,GEN-OTHER,1,True,False,,False
10308,Package hasn't arrived yet,"Hi, my delivery is running late, I ordered the laptop sleeve over a week ago.",pending,high,task,email,,50378,913,1,2025-08-08T13:20:19,2025-08-08T18:31:19,ORD-002,ACC-003,1,True,False,,False
10309,Where is my order?,"Hi, I placed order #572445 on Jul 13 and I can't find any tracking info. Can you tell me where it is?",solved,normal,question,email,"mobile_app,web",53244,921,1,2025-07-18T09:28:46,2025-07-18T16:22:46,ORD-001,ORD-001,1,False,False,,False
10310,Item stopped working,The running shoes I ordered stopped working after 4 days of normal use.,closed,normal,question,web_widget,"web,ecommerce",51680,911,1,2025-07-20T09:02:27,2025-07-20T14:52:27,PRD-001,PRD-001,1,False,False,,False
10311,Charged twice,"Hi, the amount charged to my card doesn't match my order total, can you check?",pending,normal,task,email,,52734,909,2,2025-06-20T06:50:14,2025-06-20T16:38:14,PAY-002,PAY-002,1,False,False,,False
10312,Where is my refund?,"I returned my order #956379 13 days ago and haven't seen a refund yet, can you check?",solved,low,incident,web_widget,"web,mobile_app",51698,901,1,2025-06-14T23:03:50,2025-06-15T03:11:50,RET-002,RET-002,1,False,False,,False
10313,Product arrived defective,The running shoes I ordered stopped working after 3 days of normal use.,pending,low,incident,email,vip,53453,924,1,2025-06-24T16:28:53,2025-06-25T01:11:53,PRD-001,PRD-001,1,False,False,,False
10314,Received wrong product,I ordered the leather wallet but received a completely different item.,solved,normal,problem,web_widget,priority,52700,901,1,2025-08-25T02:29:09,2025-08-25T08:58:09,PRD-002,PAY-003,1,True,False,,False
10315,Defective running shoes,The running shoes I ordered stopped working after 7 days of normal use.,pending,low,incident,web_widget,"priority,vip",50736,909,1,2025-06-17T06:19:42,2025-06-17T18:16:42,PRD-001,PRD-001,1,False,False,,False
10316,Not as pictured,"Hi, the quality of this item really doesn't match the product description on the site.",closed,normal,question,web_widget,,51120,915,1,2025-06-09T08:54:22,2025-06-09T21:59:22,PRD-005,PRD-005,1,False,False,,False
10317,Discount code not working,"Hi, I was supposed to get a discount but my order #776434 was charged full price.",closed,normal,problem,email,"ecommerce,mobile_app",52094,908,1,2025-06-27T17:06:38,2025-06-27T21:57:38,PAY-004,PAY-004,1,False,False,,False
10318,Defective graphic t-shirt,"Hi, my order arrived and the graphic t-shirt is broken, it won't turn on at all.",solved,normal,incident,web_widget,ecommerce,51161,919,1,2025-06-20T19:03:06,2025-06-21T03:36:06,PRD-001,PRD-001,1,False,False,,False
10319,GDPR data request,"Hi, I'd like to delete my account adn all data you hold on me, please confirm once done.",solved,normal,question,email,"ecommerce,web",52636,925,2,2025-08-29T22:13:00,2025-08-30T06:59:00,ACC-003,ACC-003,1,False,False,,False
10320,Random query,This might not be the right place but I wasn't sure where else to send this.,solved,high,task,web_widget,priority,50917,901,2,2025-06-13T15:04:06,2025-06-14T00:37:06,GEN-OTHER,GEN-001,1,True,False,,False
10321,Still waiting on refund for #568482,"Hi, when will I get my money back for the item I sent back?",open,low,question,email,mobile_app,53084,918,2,2025-08-27T21:54:57,2025-08-28T07:11:57,RET-002,RET-002,1,False,False,,False
10322,Defective leather wallet,"Hi, my order arrived and the leather wallet is broken, it won't turn on at all.",solved,low,problem,email,"ecommerce,priority",50769,915,1,2025-06-19T23:49:52,2025-06-20T12:27:52,PRD-001,PRD-001,1,False,False,,False
10323,Change email on file,Can you help me change the phone number linked to my account?,solved,normal,task,web_widget,,51888,903,2,2025-06-22T21:31:01,2025-06-23T05:52:01,ACC-002,ACC-002,1,False,False,,False
10324,Return policy question,"Hi, quick question about your returns policy, can I return an item I already opened?",solved,low,problem,web_widget,,51649,905,1,2025-07-19T04:50:38,2025-07-19T15:11:38,RET-004,RET-004,1,False,False,,False
10325,Defective running shoes,"Hi, my order arrived and the running shoes is broken, it won't turn on at all.",closed,urgent,question,web_widget,,53218,906,1,2025-06-27T05:07:45,2025-06-27T16:01:45,PRD-001,PRD-001,1,False,False,,False
10326,When will this be back in stock?,"Hi, the sunglasses shows as out of stock, do you know when it'll be available again?",pending,normal,problem,email,"web,mobile_app",51935,903,1,2025-06-02T13:59:36,2025-06-02T23:58:36,PRD-004,PRD-004,1,False,False,,False
10327,Where is my order?,"Hi, I placed order #530250 on Jul 29 and I can't find any tracking info. Can you tell me where it is?",solved,low,problem,email,,50461,908,1,2025-08-06T06:48:40,2025-08-06T21:47:40,ORD-001,ORD-001,1,False,False,,False
10328,Duplicate charge on my card,"I was charged twice for order #402418, can you refund the duplicate?",solved,normal,task,web_widget,,51775,925,1,2025-08-28T02:57:50,2025-08-28T06:17:50,PAY-002,PAY-002,1,False,False,,False
10329,Charged twice,"I was charged twice for order #626378, can you refund the duplicate?",closed,normal,problem,web_widget,web,50204,908,1,2025-08-19T23:35:18,2025-08-20T15:51:18,PAY-002,PRD-003,1,True,False,,False
10330,Password reset not working,"The password reset link you sent isn't working, can you help me get back in?",pending,high,question,email,priority,52573,914,1,2025-07-05T05:18:50,2025-07-05T11:49:50,ACC-001,PAY-004,1,True,False,,False
10331,Locked out of my account,"Hi, I can't log into my account, it keeps saying my password is wrong even after resetting it.",solved,high,incident,web_widget,ecommerce,51650,921,1,2025-08-13T11:58:48,2025-08-14T02:04:48,ACC-001,ACC-001,1,False,False,,False
10332,Where is my order?,"Hi, I placed order #260455 on May 30 and I can't find any tracking info. Can yuo tell me where it is?",closed,normal,question,web_widget,"priority,web",53299,915,1,2025-06-19T06:26:07,2025-06-19T17:22:07,ORD-001,ORD-001,1,False,False,,False
10333,Partial refund issue,"Hi, I was only refunded part of my order, can you check what happened?",closed,low,problem,email,mobile_app,52095,923,1,2025-06-19T05:40:30,2025-06-19T14:22:30,RET-003,RET-003,1,False,False,,False
10334,Password reset not working,"Hi, I can't log into my account, it keeps saying my password is wrong even after resetting it.",closed,normal,problem,web_widget,ecommerce,51134,900,2,2025-07-03T13:30:32,2025-07-04T07:55:32,ACC-001,ACC-001,1,False,False,,False
10335,Where is my order?,"Hi, I placed order #211380 on May 30 and I can't find any tracking info. Can you tell me where it is?",solved,low,task,web_widget,"web,priority",50184,900,2,2025-06-15T11:43:14,2025-06-15T15:30:14,ORD-001,ORD-001,1,False,False,,False
10336,My order is late,Order #878204 was supposed to arrive on Jul 26 and it's still not here. What's going on?,closed,normal,task,web_widget,web,50801,908,1,2025-08-01T18:58:18,2025-08-02T05:38:18,ORD-002,ORD-002,1,False,False,,False
10337,Wrong item received,I ordered the running shoes but recieved a completely different item.,solved,normal,problem,email,,52288,904,2,2025-07-10T22:44:27,2025-07-11T12:32:27,PRD-002,PRD-001,1,True,False,,False
10338,Incorrect charge amount,"I was charged twice for order #246054, can you refund teh duplicate?",solved,normal,incident,email,mobile_app,51384,913,1,2025-07-01T10:48:56,2025-07-02T00:14:56,PAY-002,PAY-002,1,False,False,,False
10339,Order #158045 status,"Hello, just checking on the status of order #158045, it's been a few days and I haven't heard anything.",solved,normal,question,email,,51242,925,2,2025-08-28T10:11:14,2025-08-28T22:16:14,ORD-001,GEN-OTHER,1,True,False,,False
10340,Order #559859 status,"Hi, I placed order #559859 on May 31 and I can't find any tracking info. Can you tell me where it is?",solved,low,task,email,"mobile_app,vip",53576,923,1,2025-06-06T04:15:04,2025-06-06T20:52:04,ORD-001,ORD-001,1,False,False,,False
10341,My order never arrived,Order #877947 shows as delivered but I never received anything. I've checked with neighbours and the building office.,closed,normal,question,web_widget,priority,50321,906,2,2025-08-16T14:07:33,2025-08-16T17:39:33,ORD-003,ORD-003,1,False,False,,False
10342,Tracking question,"Hi, I placed order #900059 on Jul 19 and I can't find any tracking info. Can you tell me where it is?",closed,low,problem,web_widget,,52703,913,1,2025-07-31T02:40:19,2025-07-31T16:49:19,ORD-001,ORD-001,1,False,False,,False
10343,Where is my order?,"Hello, just checking on the status of order #387592, it's been a few days and I haven't heard anything.",solved,normal,question,web_widget,"web,vip",53159,917,1,2025-07-22T23:32:25,2025-07-23T10:35:25,ORD-001,ORD-001,1,False,False,,False
10344,Order #618970 missing an item,"I just opened my package for order #618970 and the smartwatch is missing, only the rest of the items were inside.",solved,low,problem,web_widget,"mobile_app,ecommerce",50262,914,1,2025-08-09T17:18:50,2025-08-10T04:34:50,ORD-004,ORD-004,1,False,False,,False
10345,Return process question,What's the process to send back an item I ordered? It doesn't fit.,solved,urgent,incident,web_widget,"web,mobile_app",52629,913,2,2025-06-14T00:33:01,2025-06-14T14:42:01,RET-001,ORD-005,1,True,False,,False
10346,Invoice request for #736592,Where can I download a receipt for my recent purchase?,solved,normal,task,web_widget,web,52207,923,1,2025-08-19T23:04:33,2025-08-20T10:48:33,PAY-003,PAY-003,1,False,False,,False
10347,Defective smartwatch,The smartwatch I ordered stopped working after 11 days of normal use.,solved,normal,incident,email,ecommerce,52071,902,2,2025-07-30T11:13:30,2025-07-30T18:37:30,PRD-001,PRD-001,1,False,False,,False
10348,Quality doesn't match description,The denim jacket I received feels much cheaper than it looked in the photos.,pending,high,question,email,,50683,903,1,2025-08-09T16:16:35,2025-08-10T00:06:35,PRD-005,PRD-005,1,False,False,,False
10349,GDPR data request,"Hi, I'd like to delete my account and all data you hold on me, please confirm once done.",solved,low,task,web_widget,"web,mobile_app",50302,923,2,2025-08-26T11:07:28,2025-08-26T23:40:28,ACC-003,ACC-003,1,False,False,,False
10350,A suggestion for you,Have you considered adding more filters to the search page? Would make browsing easier.,open,normal,incident,web_widget,,51168,910,1,2025-08-08T22:20:11,2025-08-09T08:17:11,GEN-002,GEN-002,1,False,False,,False
10351,Refund status,"I returned my order #566432 15 days ago and haven't seen a refund yet, can you check?",solved,normal,problem,email,,51513,906,1,2025-08-26T06:40:36,2025-08-26T12:58:36,RET-002,RET-002,1,False,False,,False
10352,Need a return label,"Hi, I'd like to return the yoga mat from order #982304, can you send me a return label?",closed,low,question,web_widget,"priority,web",51775,903,2,2025-08-12T06:57:33,2025-08-12T19:53:33,RET-001,RET-001,1,False,False,,False
10353,This isn't what I ordered,I ordered the laptop sleeve but received a completely different item.,solved,normal,task,web_widget,vip,50158,913,1,2025-07-26T19:56:24,2025-07-27T07:01:24,PRD-002,PRD-002,1,False,False,,False
10354,My order is late,"Hi, my delivery is running late, I ordered the phone case over a week ago.",pending,low,incident,web_widget,,52705,903,1,2025-07-07T05:38:45,2025-07-07T14:16:45,ORD-002,ORD-002,1,False,False,,False
10355,Package hasn't arrived yet,Order #316217 was supposed to arrive on Jul 19 and it's stil not here. What's going on?,pending,normal,incident,web_widget,,51263,914,1,2025-07-23T02:39:56,2025-07-23T12:54:56,ORD-002,ORD-002,1,False,False,,False
10356,Lost order #114303,"Hi, the courier says my pacakge for order #114303 was delivered but it's nowhere to be found.",solved,normal,incident,web_widget,"mobile_app,priority",51531,910,1,2025-07-21T07:56:46,2025-07-21T19:05:46,ORD-003,LOY-001,1,True,False,,False
10357,Refund status,"Hi, when will I get my money back for the item I sent back?",solved,normal,question,web_widget,,53405,919,2,2025-08-11T10:21:20,2025-08-12T00:13:20,RET-002,RET-002,1,False,False,,False
10358,Wrong address on order,"Hi, I think I entered the wrong address for order #250755, could you update it before it ships?",closed,normal,task,email,priority,51831,911,1,2025-06-10T22:00:41,2025-06-11T04:47:41,ORD-005,ORD-005,1,False,False,,False
10359,Need a return label,"Hi, I'd like to return the bluetooth speaker from order #783680, can you send me a return label? Hi, quick question about your returns policy, can I return an item I already opened?",pending,low,task,web_widget,"web,mobile_app",53092,917,2,2025-07-20T15:51:31,2025-07-20T22:16:31,RET-001,RET-001,1,False,True,RET-004,False
10360,Order #223295 status,"Hello, just checking on the status of order #223295, it's been a few days and I haven't heard anything.",solved,normal,incident,web_widget,,50572,923,2,2025-07-09T01:27:25,2025-07-09T16:30:25,ORD-001,ORD-001,1,False,False,,False
10361,Partial refund issue,I got refunded for order #264052 but the amount is way less than what I paid.,solved,normal,problem,email,"web,mobile_app",52202,914,1,2025-06-06T13:29:39,2025-06-07T05:55:39,RET-003,RET-003,1,False,False,,False
10362,Where is my order?,"Hello, just checking on teh status of order #942377, it's been a few days and I haven't heard anything.",closed,high,problem,web_widget,"priority,web",50857,905,1,2025-06-22T02:26:13,2025-06-22T13:02:13,ORD-001,ORD-001,1,False,False,,False
10363,Defective yoga mat,"Hi, my order arrived and the yoga mat is broken, it won't turn on at all.",open,urgent,incident,web_widget,"priority,ecommerce",52595,908,2,2025-08-16T10:44:27,2025-08-16T17:41:27,PRD-001,PRD-001,1,False,False,,False
